9.992867708206176758e-01,-6.666032969951629639e-02,6.995802521705627441e-01,5.804035812616348267e-02,1.600000000000000000e+01,9.698348999023437500e+02
9.995036125183105469e-01,-6.604760885238647461e-02,6.999244689941406250e-01,6.016967445611953735e-02,1.600000000000000000e+01,9.698348999023437500e+02
9.998653531074523926e-01,-6.677213311195373535e-02,6.992676854133605957e-01,6.101986020803451538e-02,1.600000000000000000e+01,9.698320922851562500e+02
9.997192621231079102e-01,-6.503333896398544312e-02,7.011418938636779785e-01,6.781238317489624023e-02,1.600000000000000000e+01,9.698320922851562500e+02
9.995619058609008789e-01,-6.482531130313873291e-02,7.011503577232360840e-01,7.019189745187759399e-02,1.600000000000000000e+01,9.698416137695312500e+02
9.981480836868286133e-01,-6.480646878480911255e-02,7.011716961860656738e-01,7.242011278867721558e-02,1.600000000000000000e+01,9.698416137695312500e+02
9.984771609306335449e-01,-6.538198888301849365e-02,6.994434595108032227e-01,7.647436112165451050e-02,1.600000000000000000e+01,9.698461303710937500e+02
9.975345730781555176e-01,-6.623460352420806885e-02,7.012588977813720703e-01,8.818179368972778320e-02,1.600000000000000000e+01,9.698461303710937500e+02
9.987329840660095215e-01,-6.654937565326690674e-02,6.995350718498229980e-01,9.806877374649047852e-02,1.600000000000000000e+01,9.698438720703125000e+02
9.994443058967590332e-01,-6.545248627662658691e-02,6.999072432518005371e-01,1.105216145515441895e-01,1.600000000000000000e+01,9.698438720703125000e+02
1.000266313552856445e+00,-6.669407337903976440e-02,6.995022296905517578e-01,5.956670641899108887e-02,1.500000000000000000e+01,9.698493652343750000e+02
1.001696467399597168e+00,-6.594756245613098145e-02,6.997424364089965820e-01,6.162129342555999756e-02,1.500000000000000000e+01,9.698493652343750000e+02
1.001426458358764648e+00,-6.597552448511123657e-02,7.001121044158935547e-01,6.160946935415267944e-02,1.500000000000000000e+01,9.698442993164062500e+02
1.002882242202758789e+00,-6.475993245840072632e-02,6.993988156318664551e-01,6.231816858053207397e-02,1.500000000000000000e+01,9.698442993164062500e+02
1.002240538597106934e+00,-6.538566946983337402e-02,7.001082301139831543e-01,6.794451922178268433e-02,1.500000000000000000e+01,9.698493041992187500e+02
1.001361012458801270e+00,-6.453853100538253784e-02,7.012497186660766602e-01,6.596340984106063843e-02,1.500000000000000000e+01,9.698493041992187500e+02
9.992791414260864258e-01,-6.600335985422134399e-02,7.013986110687255859e-01,7.254635542631149292e-02,1.500000000000000000e+01,9.698438110351562500e+02
9.981424212455749512e-01,-6.625454127788543701e-02,7.014553546905517578e-01,7.419012486934661865e-02,1.500000000000000000e+01,9.698438110351562500e+02
9.990844130516052246e-01,-6.636817753314971924e-02,7.016585469245910645e-01,7.588560879230499268e-02,1.500000000000000000e+01,9.698438720703125000e+02
9.991065263748168945e-01,-6.578464806079864502e-02,7.004455924034118652e-01,8.135127276182174683e-02,1.500000000000000000e+01,9.698438720703125000e+02
9.969944953918457031e-01,-6.589140743017196655e-02,6.998792290687561035e-01,4.436832293868064880e-02,1.700000000000000000e+01,9.698463745117187500e+02
9.979853034019470215e-01,-6.408642977476119995e-02,6.998988986015319824e-01,4.453598335385322571e-02,1.700000000000000000e+01,9.698463745117187500e+02
9.979357719421386719e-01,-6.477271765470504761e-02,7.005479931831359863e-01,5.107463151216506958e-02,1.700000000000000000e+01,9.698508300781250000e+02
9.974824786186218262e-01,-6.584876030683517456e-02,7.013084292411804199e-01,5.074043199419975281e-02,1.700000000000000000e+01,9.698508300781250000e+02
9.995815157890319824e-01,-6.427407264709472656e-02,7.001097202301025391e-01,6.198041513562202454e-02,1.700000000000000000e+01,9.698451538085937500e+02
9.989612698554992676e-01,-6.395363062620162964e-02,7.013807892799377441e-01,6.643643230199813843e-02,1.700000000000000000e+01,9.698451538085937500e+02
9.977361559867858887e-01,-6.498277187347412109e-02,7.009958028793334961e-01,7.235151529312133789e-02,1.700000000000000000e+01,9.698439331054687500e+02
9.997010827064514160e-01,-6.581019610166549683e-02,7.008511424064636230e-01,7.053267955780029297e-02,1.700000000000000000e+01,9.698439331054687500e+02
9.992005825042724609e-01,-6.594347208738327026e-02,7.014157772064208984e-01,7.330809533596038818e-02,1.700000000000000000e+01,9.698374023437500000e+02
9.991304278373718262e-01,-6.592552363872528076e-02,6.998293995857238770e-01,7.952264696359634399e-02,1.700000000000000000e+01,9.698374023437500000e+02
1.000368475914001465e+00,-6.598420441150665283e-02,6.997110247611999512e-01,4.442838951945304871e-02,1.500000000000000000e+01,9.698410644531250000e+02
9.988052248954772949e-01,-6.603398919105529785e-02,6.996644139289855957e-01,4.414752125740051270e-02,1.500000000000000000e+01,9.698410644531250000e+02
9.986389875411987305e-01,-6.485957652330398560e-02,6.997268199920654297e-01,4.362539201974868774e-02,1.500000000000000000e+01,9.698438110351562500e+02
9.991004467010498047e-01,-6.586818397045135498e-02,6.995827555656433105e-01,4.681440070271492004e-02,1.500000000000000000e+01,9.698438110351562500e+02
9.990440607070922852e-01,-6.586822867393493652e-02,6.993871927261352539e-01,4.628094658255577087e-02,1.500000000000000000e+01,9.698485717773437500e+02
9.978377223014831543e-01,-6.407398730516433716e-02,6.994062066078186035e-01,4.614186286926269531e-02,1.500000000000000000e+01,9.698485717773437500e+02
9.975460171699523926e-01,-6.564758718013763428e-02,6.991820931434631348e-01,5.989487096667289734e-02,1.500000000000000000e+01,9.698446655273437500e+02
9.997813105583190918e-01,-6.565115600824356079e-02,6.991793513298034668e-01,6.053555384278297424e-02,1.500000000000000000e+01,9.698446655273437500e+02
9.983527660369873047e-01,-6.526613980531692505e-02,7.002679705619812012e-01,6.149069592356681824e-02,1.500000000000000000e+01,9.698477783203125000e+02
9.999550580978393555e-01,-6.572469323873519897e-02,6.992431879043579102e-01,7.200203835964202881e-02,1.500000000000000000e+01,9.698477783203125000e+02
1.000134110450744629e+00,-6.568113714456558228e-02,6.995299458503723145e-01,3.940495476126670837e-02,1.500000000000000000e+01,9.698480834960937500e+02
9.999203085899353027e-01,-6.519962847232818604e-02,7.002275586128234863e-01,3.909425064921379089e-02,1.500000000000000000e+01,9.698480834960937500e+02
1.000191926956176758e+00,-6.510808318853378296e-02,7.006973028182983398e-01,3.796340897679328918e-02,1.500000000000000000e+01,9.698519287109375000e+02
1.000011205673217773e+00,-6.467663496732711792e-02,7.010768651962280273e-01,3.532999753952026367e-02,1.500000000000000000e+01,9.698519287109375000e+02
9.996191263198852539e-01,-6.465737521648406982e-02,7.001715898513793945e-01,4.120250791311264038e-02,1.500000000000000000e+01,9.698624877929687500e+02
9.996092319488525391e-01,-6.417116522789001465e-02,7.012694478034973145e-01,4.304705932736396790e-02,1.500000000000000000e+01,9.698624877929687500e+02
9.988103508949279785e-01,-6.460689753293991089e-02,6.997762322425842285e-01,4.954932630062103271e-02,1.500000000000000000e+01,9.698624267578125000e+02
9.986999034881591797e-01,-6.524501740932464600e-02,6.998962759971618652e-01,4.748420789837837219e-02,1.500000000000000000e+01,9.698624267578125000e+02
9.988620877265930176e-01,-6.528074294328689575e-02,7.006776928901672363e-01,5.772341415286064148e-02,1.500000000000000000e+01,9.698533325195312500e+02
9.995659589767456055e-01,-6.525392085313796997e-02,6.997468471527099609e-01,6.105967611074447632e-02,1.500000000000000000e+01,9.698533325195312500e+02
9.970889091491699219e-01,-6.528339534997940063e-02,7.003655433654785156e-01,3.954922407865524292e-02,1.600000000000000000e+01,9.698493652343750000e+02
9.984739422798156738e-01,-6.538618355989456177e-02,6.998356580734252930e-01,4.035524651408195496e-02,1.600000000000000000e+01,9.698493652343750000e+02
1.000580906867980957e+00,-6.499490886926651001e-02,6.998829245567321777e-01,4.131355509161949158e-02,1.600000000000000000e+01,9.698494873046875000e+02
9.998832941055297852e-01,-6.480280309915542603e-02,7.004715800285339355e-01,4.057883843779563904e-02,1.600000000000000000e+01,9.698494873046875000e+02
9.992570281028747559e-01,-6.415413320064544678e-02,6.994290947914123535e-01,4.329361766576766968e-02,1.600000000000000000e+01,9.698464355468750000e+02
9.997060298919677734e-01,-6.391618400812149048e-02,7.012947797775268555e-01,5.114482343196868896e-02,1.600000000000000000e+01,9.698464355468750000e+02
9.986236691474914551e-01,-6.520327180624008179e-02,6.998719573020935059e-01,7.214371860027313232e-02,1.600000000000000000e+01,9.698461303710937500e+02
9.962918162345886230e-01,-6.518375128507614136e-02,7.001338601112365723e-01,7.847416400909423828e-02,1.600000000000000000e+01,9.698461303710937500e+02
9.993120431900024414e-01,-6.484687328338623047e-02,6.997387409210205078e-01,8.125107735395431519e-02,1.600000000000000000e+01,9.698381958007812500e+02
9.978210926055908203e-01,-6.544572114944458008e-02,6.997205018997192383e-01,8.325444906949996948e-02,1.600000000000000000e+01,9.698381958007812500e+02
9.978739023208618164e-01,-6.539282947778701782e-02,6.997990012168884277e-01,4.554866254329681396e-02,1.600000000000000000e+01,9.698391723632812500e+02
9.997202157974243164e-01,-6.448521465063095093e-02,7.009797692298889160e-01,4.697569459676742554e-02,1.600000000000000000e+01,9.698391723632812500e+02
9.979902505874633789e-01,-6.534893065690994263e-02,6.998802423477172852e-01,6.442627310752868652e-02,1.600000000000000000e+01,9.698488159179687500e+02
9.988517761230468750e-01,-6.464688479900360107e-02,6.998805999755859375e-01,6.866307556629180908e-02,1.600000000000000000e+01,9.698488159179687500e+02
9.980918169021606445e-01,-6.525920331478118896e-02,7.006857991218566895e-01,7.185642421245574951e-02,1.600000000000000000e+01,9.698507690429687500e+02
9.980963468551635742e-01,-6.509249657392501831e-02,7.006983757019042969e-01,7.343675196170806885e-02,1.600000000000000000e+01,9.698507690429687500e+02
9.997208118438720703e-01,-6.552557647228240967e-02,6.996715664863586426e-01,7.677273452281951904e-02,1.600000000000000000e+01,9.698457031250000000e+02
1.001171231269836426e+00,-6.537549942731857300e-02,7.007051110267639160e-01,8.604357391595840454e-02,1.600000000000000000e+01,9.698457031250000000e+02
9.997777938842773438e-01,-6.577124446630477905e-02,7.013773322105407715e-01,8.612865954637527466e-02,1.600000000000000000e+01,9.698380126953125000e+02
9.969334006309509277e-01,-6.581395119428634644e-02,7.016288638114929199e-01,8.803692460060119629e-02,1.600000000000000000e+01,9.698380126953125000e+02
9.964802861213684082e-01,-6.535137444734573364e-02,7.013270854949951172e-01,4.760531336069107056e-02,1.600000000000000000e+01,9.698451538085937500e+02
9.995912313461303711e-01,-6.434812396764755249e-02,7.009941935539245605e-01,4.643447697162628174e-02,1.600000000000000000e+01,9.698451538085937500e+02
1.001716971397399902e+00,-6.499978899955749512e-02,7.003546357154846191e-01,5.146465823054313660e-02,1.600000000000000000e+01,9.698489379882812500e+02
1.001086711883544922e+00,-6.385729461908340454e-02,7.011842131614685059e-01,5.397849529981613159e-02,1.600000000000000000e+01,9.698489379882812500e+02
9.987197518348693848e-01,-6.618803739547729492e-02,6.991769075393676758e-01,6.375349313020706177e-02,1.600000000000000000e+01,9.698441162109375000e+02
9.971188306808471680e-01,-6.395453959703445435e-02,7.015808820724487305e-01,8.957909792661666870e-02,1.600000000000000000e+01,9.698441162109375000e+02
9.976168870925903320e-01,-6.489026546478271484e-02,7.006034851074218750e-01,9.899532049894332886e-02,1.600000000000000000e+01,9.698417968750000000e+02
9.981828331947326660e-01,-6.629889458417892456e-02,6.993705034255981445e-01,9.914451092481613159e-02,1.600000000000000000e+01,9.698417968750000000e+02
9.970441460609436035e-01,-6.546568125486373901e-02,7.005272507667541504e-01,1.129653379321098328e-01,1.600000000000000000e+01,9.698413696289062500e+02
9.994572401046752930e-01,-6.626478582620620728e-02,6.994369626045227051e-01,1.169464588165283203e-01,1.600000000000000000e+01,9.698413696289062500e+02
1.000708580017089844e+00,-6.626775860786437988e-02,6.996185779571533203e-01,5.875656008720397949e-02,1.200000000000000000e+01,9.698422241210937500e+02
9.985966086387634277e-01,-6.625451147556304932e-02,6.996361613273620605e-01,5.888892710208892822e-02,1.200000000000000000e+01,9.698422241210937500e+02
1.000063300132751465e+00,-6.480227410793304443e-02,7.000017762184143066e-01,5.967893451452255249e-02,1.200000000000000000e+01,9.698440551757812500e+02
9.994319081306457520e-01,-6.542742997407913208e-02,7.008162140846252441e-01,6.058603152632713318e-02,1.200000000000000000e+01,9.698440551757812500e+02
9.994956254959106445e-01,-6.598594039678573608e-02,6.996601819992065430e-01,6.522791832685470581e-02,1.200000000000000000e+01,9.698414916992187500e+02
1.000978946685791016e+00,-6.391844898462295532e-02,6.994951963424682617e-01,6.741246581077575684e-02,1.200000000000000000e+01,9.698414916992187500e+02
