1.285872757434844971e-01,5.379413962364196777e-01,2.532091923058032990e-02,0.000000000000000000e+00
1.288094073534011841e-01,5.390914082527160645e-01,2.526528015732765198e-02,0.000000000000000000e+00
1.264947503805160522e-01,5.392336845397949219e-01,2.586866728961467743e-02,0.000000000000000000e+00
1.270270794630050659e-01,5.395935177803039551e-01,2.633069828152656555e-02,0.000000000000000000e+00
1.267492473125457764e-01,5.415545105934143066e-01,2.542396448552608490e-02,0.000000000000000000e+00
1.262612491846084595e-01,5.395862460136413574e-01,2.743428200483322144e-02,0.000000000000000000e+00
1.269208192825317383e-01,5.367475152015686035e-01,2.738736569881439209e-02,0.000000000000000000e+00
1.249913349747657776e-01,5.377831459045410156e-01,2.792493626475334167e-02,0.000000000000000000e+00
1.262209415435791016e-01,5.344419479370117188e-01,2.787274681031703949e-02,0.000000000000000000e+00
1.266991943120956421e-01,5.347335338592529297e-01,2.674051374197006226e-02,0.000000000000000000e+00
1.276309639215469360e-01,5.365871787071228027e-01,2.679798565804958344e-02,0.000000000000000000e+00
1.265430152416229248e-01,5.366109013557434082e-01,2.633568830788135529e-02,0.000000000000000000e+00
1.273518651723861694e-01,5.369073152542114258e-01,2.539447695016860962e-02,0.000000000000000000e+00
1.260325610637664795e-01,5.353586077690124512e-01,2.530218660831451416e-02,0.000000000000000000e+00
1.259125471115112305e-01,5.351745486259460449e-01,2.489089965820312500e-02,0.000000000000000000e+00
1.254700869321823120e-01,5.343222022056579590e-01,2.490228600800037384e-02,0.000000000000000000e+00
1.250073611736297607e-01,5.322524905204772949e-01,2.548086270689964294e-02,0.000000000000000000e+00
1.252259463071823120e-01,5.310908555984497070e-01,2.625368349254131317e-02,0.000000000000000000e+00
1.243838444352149963e-01,5.327221155166625977e-01,2.670521661639213562e-02,0.000000000000000000e+00
1.237524971365928650e-01,5.329737067222595215e-01,2.717913128435611725e-02,0.000000000000000000e+00
1.233775168657302856e-01,5.323185324668884277e-01,2.827297337353229523e-02,0.000000000000000000e+00
1.242102384567260742e-01,5.422365665435791016e-01,2.728533931076526642e-02,0.000000000000000000e+00
1.243778169155120850e-01,5.410797595977783203e-01,2.651906199753284454e-02,0.000000000000000000e+00
1.250833272933959961e-01,5.393716096878051758e-01,2.731052972376346588e-02,0.000000000000000000e+00
1.276106685400009155e-01,5.488106608390808105e-01,2.519839070737361908e-02,0.000000000000000000e+00
1.283100545406341553e-01,5.466182827949523926e-01,2.564630284905433655e-02,0.000000000000000000e+00
1.290874034166336060e-01,5.454620718955993652e-01,2.626201510429382324e-02,0.000000000000000000e+00
1.291298121213912964e-01,5.449655652046203613e-01,2.611834742128849030e-02,0.000000000000000000e+00
1.288499087095260620e-01,5.446376800537109375e-01,2.644077129662036896e-02,0.000000000000000000e+00
1.281573325395584106e-01,5.436152219772338867e-01,2.784340456128120422e-02,0.000000000000000000e+00
1.287932246923446655e-01,5.409573316574096680e-01,2.722570858895778656e-02,0.000000000000000000e+00
1.282280087471008301e-01,5.388194918632507324e-01,2.719668298959732056e-02,0.000000000000000000e+00
1.271127164363861084e-01,5.376574397087097168e-01,2.541697584092617035e-02,0.000000000000000000e+00
1.277356892824172974e-01,5.367256402969360352e-01,2.668422088027000427e-02,0.000000000000000000e+00
1.281868815422058105e-01,5.358713269233703613e-01,2.678052522242069244e-02,0.000000000000000000e+00
1.288663297891616821e-01,5.354393124580383301e-01,2.677760086953639984e-02,0.000000000000000000e+00
1.275812685489654541e-01,5.358712673187255859e-01,2.667625248432159424e-02,0.000000000000000000e+00
1.289622634649276733e-01,5.346739888191223145e-01,2.622579783201217651e-02,0.000000000000000000e+00
1.291097849607467651e-01,5.342977046966552734e-01,2.511475980281829834e-02,0.000000000000000000e+00
1.290747225284576416e-01,5.356225371360778809e-01,2.612104639410972595e-02,0.000000000000000000e+00
